FID,Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub Location,Spatial_Re,Facility Type,Agency,Latitude,Longitude,GlobalID,x,y
4251,48,ST. LUCIE'S HOSPITAL,4130,EASTERN,SOUTH MERU,CHUKA,MUGWE,MUGIRIRWA,1:50000 MAPS,1,PRIV,-0.335586,37.646847,c130798e-058a-4b80-af46-9e6c8bad6f63,37.646847,-0.335586
4252,137,SACRED HEART MEDICAL CLINIC,3254,RIFT VALLEY,KAJIADO,NGONG,OLOOLUA,BULBUL,DHMT,6,PRIV,-1.32943,36.676067,04e980a6-804b-42ef-b1ac-e3e3cfdbbb09,36.676067,-1.32943
4253,17,THANANTU FAITH  DISP,3446,EASTERN,THARAKA,NORTH THARAKA,GIKINGO,MUKOTHIMA,DHMT,4,PRIV,0.01,37.98,49b21556-09ae-442e-be12-ae7d84c55169,37.98,0.01
4254,41,ALANSAR MEDICAL CLINIC,0,N. EASTERN,GARISSA,SANKURI,RAYA,ATHEYLEY,TOWN PLAN(1:5000),6,PRIV,-0.256923,39.7769,c8a9b6b3-1bcf-4ca0-b0fd-266cd617ef6d,39.7769,-0.256923
4255,138,SINAI MOUNT HOSPITAL,0,RIFT VALLEY,KAJIADO,NGONG,ONGATA RONGAI,ONGATA RONGAI,DHMT,5,PRIV,-1.394557,36.761463,c5df301b-816f-4ad3-8687-3d103e8e9082,36.761463,-1.394557
4256,42,AL-HILAL MEDICAL CENTRE,0,N. EASTERN,GARISSA,CENTRAL,WABERI,WABERI,TOWN PLAN(1:5000),6,PRIV,-0.413643,39.6854,174cba57-1b21-44e2-8d19-f4823fc61014,39.6854,-0.413643
4257,140,ST MATTHEWS CLINIC,3239,RIFT VALLEY,KAJIADO,CENTRAL,KITENKELA,OLOOSIRIKON,DHMT,6,PRIV,-1.476297,36.75083,e23c35eb-b98d-4c6d-a96f-086b7014c136,36.75083,-1.476297
4258,43,AL-MAQDIS MEDICAL CLINIC,0,N. EASTERN,GARISSA,CENTRAL,WABERI,WABERI,TOWN PLAN(1:5000),6,PRIV,-0.327074,39.758,f1a52bef-583c-4451-9c58-221907ed45b1,39.758,-0.327074
4259,141,ST. ANNE MEDICAL CLINIC,0,RIFT VALLEY,KAJIADO,NGONG,KISERIAN,UPPER MATASIA,DHMT,6,PRIV,-1.429114,36.680719,d0f04d24-d82c-4bce-989d-fa99f5a1f003,36.680719,-1.429114
4260,44,AL-MUMIN MEDICAL CLINIC,0,N. EASTERN,GARISSA,CENTRAL,WABERI,WABERI,TOWN PLAN(1:5000),6,PRIV,-0.39623,39.6939,f07fae58-a9ad-406f-b6ea-4473caea8ba3,39.6939,-0.39623
4261,142,ST. GLADYS NJOGA MEDICAL CLINIC,0,RIFT VALLEY,KAJIADO,NGONG,KISERIAN,UPPER MATASIA,DHMT,6,PRIV,-1.43443,36.675071,ee59641d-1264-4fd6-9d6c-2e92d911da59,36.675071,-1.43443
4262,143,STAR OF THE SEA HEALTH CLINIC,3262,RIFT VALLEY,KAJIADO,NGONG,ONGATA RONGAI,LEMELEPO,DHMT,6,PRIV,-1.406519,36.715608,105fd08a-6083-40ef-8087-d9129480c8cd,36.715608,-1.406519
4263,45,AL-NAS DISP,2514,N. EASTERN,GARISSA,CENTRAL,TOWNSHIP,TOWNSHIP(GARISSA),ILRI MKT CENTRE,4,PRIV,-0.448781,39.649818,00ba3242-d666-4f71-9190-a3eef7c0bcc1,39.649818,-0.448781
4264,144,WAMA MEDICAL CLINIC,0,RIFT VALLEY,KAJIADO,NGONG,ONGATA RONGAI,ONGATA RONGAI,DHMT,6,PRIV,-1.394557,36.743519,49c5c95c-0756-4d38-a50f-4a32476733f8,36.743519,-1.394557
4265,46,AL-RABIDHA MEDICAL SERVICE,0,N. EASTERN,GARISSA,SANKURI,RAYA,RAYA,TOWN PLAN(1:5000),6,PRIV,-0.234534,39.7829,faee5e8d-1e7b-4032-b52b-cb65138fbd35,39.7829,-0.234534
4266,52,DR. MUNGU CLINIC,0,RIFT VALLEY,KEIYO,KAMARINY,IRONG,ITEN TOWNSHIP,DHMT,6,PRIV,0.673258,35.503548,3ecd9c7f-ab43-416d-8224-b1fd256cbb3a,35.503548,0.673258
4267,47,AL-RAHMA MEDICAL CLINIC,0,N. EASTERN,GARISSA,SANKURI,RAYA,ATHEYLEY,TOWN PLAN(1:5000),6,PRIV,-0.384289,39.6625,422ae209-ad53-4a38-9d18-7d1657f6f9e7,39.6625,-0.384289
4268,55,ITEN HIGHWAY CLINIC,0,RIFT VALLEY,KEIYO,KAMARINY,IRONG,ITEN TOWNSHIP,1:50000 MAPS,6,PRIV,0.66846,35.50405,17c99ea4-a5b1-4d83-977a-8231ec74f71c,35.50405,0.66846
4269,48,BALICH DISP,4700,N. EASTERN,GARISSA,SANKURI,SANKURI,BALICH,SUBLOC CENTROID,4,PRIV,-0.189903,39.516581,719a5083-8138-409d-be3c-c8f5d002f889,39.516581,-0.189903
4270,49,BOLIMOG MEDICAL CLINIC,0,N. EASTERN,GARISSA,CENTRAL,TOWNSHIP,MEDINA,TOWN PLAN(1:5000),6,PRIV,-0.273341,39.7939,20aec803-a240-444d-a0d3-7589d97e4ddc,39.7939,-0.273341
4271,57,KERIO CLINIC,0,RIFT VALLEY,KEIYO,KAMARINY,IRONG,ITEN TOWNSHIP,DHMT,6,PRIV,0.672973,35.505545,3ae0f6ae-7f88-4e9b-94e5-b8dda870c568,35.505545,0.672973
4272,58,KOMUCHAN  DISP,0,RIFT VALLEY,KEIYO,CHEPKORIO,MARICHOR,KAMELIL(KEIYO),DHMT,4,PRIV,0.346359,35.561965,b504feec-1b18-4ee2-b85a-a8d71a7b5973,35.561965,0.346359
4273,50,DERTU MEDICAL CLINIC,3482,N. EASTERN,GARISSA,SANKURI,RAYA,ATHEYLEY,TOWN PLAN(1:5000),6,PRIV,-0.267869,39.7829,0647eda1-1035-457c-9056-dedf27134327,39.7829,-0.267869
4274,51,DR. K BALARAMANI DISP,2515,N. EASTERN,GARISSA,CENTRAL,IFTIN,IFTIN,SUBLOC CENTROID,4,PRIV,-0.4811,39.663155,111be58f-1495-45f0-9c58-b7365ad8d1d5,39.663155,-0.4811
4275,59,STEK CLINIC,0,RIFT VALLEY,KEIYO,TAMBACH,KIPTUILONG,SETEK(KEIYO),SUBLOC CENTROID,6,PRIV,0.620349,35.529883,41983b4e-4765-405b-bbdd-c32edbd18d6e,35.529883,0.620349
4276,52,GARISSA MEDICAL CENTRE,3481,N. EASTERN,GARISSA,CENTRAL,WABERI,WABERI,TOWN PLAN(1:5000),6,PRIV,-0.40021,39.6973,d1ebd002-f19e-4b83-966f-2775ec684a27,39.6973,-0.40021
4277,77,CHAGAIK DISP,1559,RIFT VALLEY,KERICHO,AINAMOI,CHEBOSWA,CHAGAIK,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.332854,35.3426,9663d884-a057-45eb-935a-1fc4a69e8ac8,35.3426,-0.332854
4278,53,GULLED MEDICAL CLINIC,0,N. EASTERN,GARISSA,CENTRAL,TOWNSHIP,MEDINA,TOWN PLAN(1:5000),6,PRIV,-0.367871,39.7098,0a62c03b-d2f7-414e-ae58-e0096ff92faf,39.7098,-0.367871
4279,78,CHANGOI/LELSA DISP,1561,RIFT VALLEY,KERICHO,BELGUT,CHAIK,KIPTETAN,DISTRICT ESTIMATES,4,PRIV,-0.46123,35.20123,43017a10-55fd-4598-a793-b6d19286f966,35.20123,-0.46123
4280,54,JARIBU MEDICAL CLINIC,0,N. EASTERN,GARISSA,SANKURI,RAYA,ATHEYLEY,TOWN PLAN(1:5000),6,PRIV,-0.35593,39.6715,294936ab-a94f-493f-82bf-cdc4f26a5069,39.6715,-0.35593
4281,79,CHEBOWN DISP,1564,RIFT VALLEY,KERICHO,BELGUT,CHAIK,KIPTETAN,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.437443,35.2167,a5496af3-8d27-4103-88fe-eca5de782e8d,35.2167,-0.437443
4282,55,MECCAH MEDICAL CENTRE,0,N. EASTERN,GARISSA,JARAJILA,YUMBIS,YUMBIS,ILRI VILLAGES,6,PRIV,-0.05,40.25,6e4c0f3f-7d6d-4e7d-a443-de1efb8a3d12,40.25,-0.05
4283,80,CHEBWOSA DISP,1563,RIFT VALLEY,KERICHO,AINAMOI,CHEBOSWA,CHEYMEN,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.337106,35.4183,0ae6c28c-9560-4ae2-b8eb-b875852137c2,35.4183,-0.337106
4284,56,MEDINA DISP,4698,N. EASTERN,GARISSA,CENTRAL,TOWNSHIP,MEDINA,SUBLOC CENTROID,4,PRIV,-0.347651,39.727513,01115f6b-5d8c-4efe-af79-380c36cd4357,39.727513,-0.347651
4285,81,CHELIMO DISP,1566,RIFT VALLEY,KERICHO,BELGUT,KAPSUSER,KAPSUSER,GPS,4,PRIV,-0.39165,35.27357,218ce852-aae5-4a18-87d3-0a3547bfe7ea,35.27357,-0.39165
4286,57,RAYA DISP,4697,N. EASTERN,GARISSA,SANKURI,RAYA,RAYA,SUBLOC CENTROID,4,PRIV,-0.295183,39.690585,9392390a-5288-4a05-992d-9043bfbc2dae,39.690585,-0.295183
4287,82,CHEMASE DISP,1568,RIFT VALLEY,KERICHO,BELGUT,CHAIK,CHEMOGONDAY,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.407682,35.295,14102cd3-92ef-4e7e-ab11-c69fb3731886,35.295,-0.407682
4288,83,CHEMOGONDANY HOSPITAL,1677,RIFT VALLEY,KERICHO,BELGUT,CHAIK,CHEMOGONDAY,GPS,5,PRIV,-0.36729,35.32317,8f0fb3c6-2100-4cbb-b31e-9448ee817697,35.32317,-0.36729
4289,58,SIMAHO MCH/FP CLINIC,0,N. EASTERN,GARISSA,SANKURI,RAYA,ATHEYLEY,TOWN PLAN(1:5000),6,PRIV,-0.386777,39.6789,abda170b-248d-4f18-998c-911be3ffc37e,39.6789,-0.386777
4290,84,CHEPKOIBEN DISP,1572,RIFT VALLEY,KERICHO,BELGUT,CHAIK,CHEMOGONDAY,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.40343,35.3171,ae88b002-943f-45ec-b243-88414b6b680b,35.3171,-0.40343
4291,59,SUNNA CLINIC,0,N. EASTERN,GARISSA,CENTRAL,TOWNSHIP,MEDINA,TOWN PLAN(1:5000),6,PRIV,-0.344487,39.7307,b191975e-a1e8-4c9c-a546-ed2bc19e62e6,39.7307,-0.344487
4292,85,CHEYMEN DISP,1579,RIFT VALLEY,KERICHO,AINAMOI,CHEBOSWA,CHAGAIK,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.339657,35.3485,f6b263af-d21a-4a34-b221-8a103f18ff08,35.3485,-0.339657
4293,60,WAMO MEDICAL CLINIC,0,N. EASTERN,GARISSA,SANKURI,RAYA,ATHEYLEY,TOWN PLAN(1:5000),6,PRIV,-0.328068,39.6968,ee491b58-ac65-4cd5-bc7c-3aa9a045f1fa,39.6968,-0.328068
4294,87,DR RAO CLINIC,2725,RIFT VALLEY,KERICHO,AINAMOI,TOWNSHIP,TOWNSHIP(KERICHO),GPS,6,PRIV,-0.36638,35.28287,351fc4a6-43cf-4d62-9639-6a2015b0ca51,35.28287,-0.36638
4295,61,WANANCHI MEDICAL CLINIC,0,N. EASTERN,GARISSA,CENTRAL,WABERI,WABERI,TOWN PLAN(1:5000),6,PRIV,-0.393742,39.7053,4c3dcdac-08f9-4eae-95e2-f4ea60b2a884,39.7053,-0.393742
4296,88,JAMJI DISP,1586,RIFT VALLEY,KERICHO,BELGUT,CHAIK,KIPTETAN,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.471456,35.1955,54b31d1d-c946-496f-9e8a-5a5ea75d847b,35.1955,-0.471456
4297,62,ZAKMA MEDICAL CLINIC,0,N. EASTERN,GARISSA,SANKURI,RAYA,ATHEYLEY,TOWN PLAN(1:5000),6,PRIV,-0.323093,39.7038,0029b932-dda9-4b2f-b62d-92294318e6bb,39.7038,-0.323093
4298,89,KAISUGU DISP,1587,RIFT VALLEY,KERICHO,AINAMOI,CHEBOSWA,CHAGAIK,GPS,4,PRIV,-0.33709,35.34283,3dd3d3dd-4351-47c8-a2d2-ce6bd8bc64ea,35.34283,-0.33709
4299,25,MANDERA HEALTH CLINIC,2534,N. EASTERN,MANDERA,CENTRAL,TOWNSHIP,TOWNSHIP(MANDERA),ILRI MKT CENTRE,6,PRIV,3.934077,41.877476,6342ce65-fa03-47c5-9b51-0fb9d1cdb72e,41.877476,3.934077
4300,90,KAPKATUNGAR DISP,1589,RIFT VALLEY,KERICHO,AINAMOI,CHEBOSWA,CHAGAIK,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.308195,35.4106,21ec41e3-3c69-472f-a369-f8f8b1488da2,35.4106,-0.308195
4301,27,MEDICAL CLINIC,0,N. EASTERN,MANDERA,CENTRAL,BULLA BARWAKO,BULLA BARWAKO,ILRI TOWNS,6,PRIV,3.91752,41.840122,5ae66320-5629-4ca3-a93d-c1b121178738,41.840122,3.91752
4302,91,KAPKORECH DISP,1593,RIFT VALLEY,KERICHO,AINAMOI,CHEBOSWA,CHAGAIK,GPS,4,PRIV,-0.31888,35.35261,b899e4ee-65e2-422a-ba4a-690acba3bff2,35.35261,-0.31888
4303,30,ADC MEDICAL CLINIC,0,N. EASTERN,WAJIR,GRIFTU,GANYURE,GANYURE,DISTRICT ESTIMATES,6,PRIV,1.722533,40.011319,ab15fc21-410d-49f9-8510-cb5424a4f744,40.011319,1.722533
4304,92,KAPRORET TEA DISP,1597,RIFT VALLEY,KERICHO,BELGUT,CHAIK,KIPTETAN,DISTRICT ESTIMATES,4,PRIV,-0.474613,35.211798,1e2823c1-d3cc-487d-9b1a-d1bd14867034,35.211798,-0.474613
4305,31,AFYA MEDICAL CENTRE,0,N. EASTERN,WAJIR,CENTRAL,HODHAN,HODHAN,DISTRICT ESTIMATES,6,PRIV,1.717626,40.056537,4c4df80f-41db-41d8-9dbe-95128810b795,40.056537,1.717626
4306,93,KAPSONGOI DISP,1598,RIFT VALLEY,KERICHO,BELGUT,CHAIK,CHEMOGONDAY,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.413634,35.2762,3d9a349c-d990-4059-8472-16ba1319d2f7,35.2762,-0.413634
4307,32,AL-MEDINA CLINIC,0,N. EASTERN,WAJIR,GRIFTU,KUKALA,KUKALA,DISTRICT ESTIMATES,6,PRIV,1.714121,40.015525,b289815e-34cd-40bb-b345-3f58ec1f8f78,40.015525,1.714121
4308,94,KERENGA DISP,1603,RIFT VALLEY,KERICHO,BELGUT,CHAIK,KIPTETAN,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.420437,35.2235,2e76ae14-b217-4a57-8a25-75d1cf93ba1b,35.2235,-0.420437
4309,33,LADNAN CLINIC,0,N. EASTERN,WAJIR,GRIFTU,GANYURE,GANYURE,DISTRICT ESTIMATES,6,PRIV,1.728142,39.976617,1414cec2-4fd9-4f99-b195-0f372ee80fcd,39.976617,1.728142
4310,95,KERICHO E. DISP,1605,RIFT VALLEY,KERICHO,BELGUT,KAPSUSER,KAPSUSER,GPS,4,PRIV,-0.38874,35.25773,0e0cd28f-48da-4c74-a3c2-36f560e08328,35.25773,-0.38874
4311,34,MECCA CLINIC,0,N. EASTERN,WAJIR,GRIFTU,KUKALA,KUKALA,DISTRICT ESTIMATES,6,PRIV,1.703254,40.020433,fd143007-ae1d-401d-a6cb-093ac8c9c6b4,40.020433,1.703254
4312,96,KIPKETER DISP,1614,RIFT VALLEY,KERICHO,BELGUT,CHAIK,CHEMOGONDAY,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.358364,35.3205,8631be3b-4c1c-487a-838e-582f44b8fdf4,35.3205,-0.358364
4313,37,PLAZA MEDICAL CLINIC,0,N. EASTERN,WAJIR,CENTRAL,BARWAKO,BARWAKO,DISTRICT ESTIMATES,6,PRIV,1.739709,40.033051,9bc94355-1c16-44fd-b8f3-6ff36005ffcb,40.033051,1.739709
4314,97,MAU FOREST DISP,1631,RIFT VALLEY,KERICHO,AINAMOI,CHEBOSWA,CHAGAIK,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.328603,35.3715,3c823297-e552-45de-8740-1a8fbf1f51ae,35.3715,-0.328603
4315,38,THIRD WORLD MEDICAL CLINIC,3486,N. EASTERN,WAJIR,CENTRAL,TOWNSHIP,ALIMAO,DISTRICT ESTIMATES,6,PRIV,1.729193,40.035856,a6f780b9-4cab-4835-8793-9a4455230ec6,40.035856,1.729193
4316,98,MEDICARE CENTRE,0,RIFT VALLEY,KERICHO,AINAMOI,TOWNSHIP,TOWNSHIP(KERICHO),GPS,6,PRIV,-0.36477,35.28261,293b8282-4830-4378-bd1d-f108784e90f3,35.28261,-0.36477
4317,39,WAJIR MEDICAL CLINIC,2869,N. EASTERN,WAJIR,CENTRAL,HODHAN,HODHAN,DISTRICT ESTIMATES,6,PRIV,1.722183,40.056186,21bc5314-5684-4518-8447-209838824dfc,40.056186,1.722183
4318,99,MOGWA CLINICAL SERVICES,0,RIFT VALLEY,KERICHO,SIGOWET,KEBENETI,SIGOWET,DISTRICT ESTIMATES,6,PRIV,-0.39123,35.04123,1f34dcb5-0c2c-4740-966e-ae0b676978d6,35.04123,-0.39123
4319,40,WANAINCHI MEDICAL CLINIC,0,N. EASTERN,WAJIR,GRIFTU,KUKALA,KUKALA,DISTRICT ESTIMATES,6,PRIV,1.697296,40.019732,fd03af67-4fc0-48f7-a3bb-382b87e6a331,40.019732,1.697296
4320,0,SILOAM HOSPITAL,0,RIFT VALLEY,KERICHO,AINAMOI,TOWNSHIP,TOWNSHIP(KERICHO),DHMT,5,PRIV,-0.374807,35.286896,8b0946f8-ac51-41b5-8ff8-4b7376f01c02,35.286896,-0.374807
4321,41,WANAINCHI MEDICAL CLINIC,0,N. EASTERN,WAJIR,CENTRAL,TOWNSHIP,ALIMAO,DISTRICT ESTIMATES,6,PRIV,1.723935,40.037959,9f8d3a4c-52ba-438b-9b30-e09c8ae5c98b,40.037959,1.723935
4322,100,ST. FRANCIS HOSPITAL,1674,RIFT VALLEY,KERICHO,KIPKELION,KIPSEGI,KAPKURES(KERICHO),DSA/DFH(MOH)-UNFPA REPORT,5,PRIV,-0.11967,35.4597,3d721e88-8b9d-4a45-8e38-191c91d98743,35.4597,-0.11967
4323,292,AAR HOSPITAL SOUTH B,0,NAIROBI,NAIROBI,MAKADARA,MUKURU NYAYO,NAIROBI SOUTH,WAYUMBA,5,PRIV,-1.308071,36.83507,1289c1f3-ca32-4211-b2ef-d82934632dd6,36.83507,-1.308071
4324,51,ST. JOHN'S HURUMA MEDICAL DISP,0,RIFT VALLEY,KERICHO,BELGUT,CHAIK,KIPTETAN,GPS,4,PRIV,-0.40321,35.2273,546aec3d-9a9b-4d49-86fe-b22ff02ec3c1,35.2273,-0.40321
4325,298,AGA KHAN HOSPITAL,1,NAIROBI,NAIROBI,WESTLANDS,HIGHRIDGE,HIGHRIDGE,WAYUMBA,5,PRIV,-1.259263,36.822479,f9892022-f330-4cda-af02-a9e96432add4,36.822479,-1.259263
4326,101,ST. LEONARD HOSPITAL,3448,RIFT VALLEY,KERICHO,AINAMOI,TOWNSHIP,TOWNSHIP(KERICHO),GPS,5,PRIV,-0.35881,35.27309,1d867ab1-ad75-4958-90fe-ddbbd065f594,35.27309,-0.35881
4327,102,TAGABI DISP,1653,RIFT VALLEY,KERICHO,BELGUT,CHAIK,KIPTETAN,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,-0.454449,35.2023,037be745-98da-40ce-a264-bef0162629a2,35.2023,-0.454449
4328,80,MUNDAHA MEDICAL CLINIC,0,WESTERN,BUTERE/MUMIAS,KHWISERO,KISA SOUTH,MUNDAHA,AMKENI,6,PRIV,0.13205,34.64338,182a1ff8-e001-40b1-99cf-72465340518b,34.64338,0.13205
4329,81,MUNGUNGU DISP,0,WESTERN,BUTERE/MUMIAS,MATUNGU,KOYONZO,KOYONZO,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,0.418608,34.4242,5e5500ac-3e6f-4e2c-bc0d-0b931bf5bc38,34.4242,0.418608
4330,82,MUSANDA CLINIC,2342,WESTERN,BUTERE/MUMIAS,MUMIAS,ETENJE,MUSANDA,AMKENI,6,PRIV,0.21956,34.444746,5a024805-cf71-4d52-abd3-31db108c6558,34.444746,0.21956
4331,83,MUSANDA COMMUNITY HEALTH,0,WESTERN,BUTERE/MUMIAS,MUMIAS,ETENJE,MUSANDA,AMKENI,6,PRIV,0.21955,34.444284,452c247d-bf14-4a25-87ae-dd6752dd179f,34.444284,0.21955
4332,84,NABONGO MEDICAL CLINIC,0,WESTERN,BUTERE/MUMIAS,MUMIAS,NABONGO,TOWNSHIP,AMKENI,6,PRIV,0.344508,34.490933,c381968c-180a-4208-903e-dc194a6e4451,34.490933,0.344508
4333,86,OMUKOKO CLINIC,0,WESTERN,BUTERE/MUMIAS,BUTERE,WEST MARAMA,BUCHENYA,AMKENI,6,PRIV,0.231373,34.525748,f0497679-aa3d-4c44-8ba0-d40942ded10d,34.525748,0.231373
4334,87,ROADSIDE CLINIC,0,WESTERN,BUTERE/MUMIAS,MATUNGU,MATUNGU,KHOLERA,AMKENI,6,PRIV,0.437179,34.509172,6f3f3192-39b9-49f3-83fd-0cde6c715fc0,34.509172,0.437179
4335,88,SHIBALE MEDICAL CLINIC,0,WESTERN,BUTERE/MUMIAS,MUMIAS,NABONGO,TOWNSHIP,AMKENI,6,PRIV,0.361025,34.486958,50f0f03e-f72b-4a04-a860-bcc42b316866,34.486958,0.361025
4336,89,SHIBALE SALAMA CLINIC,0,WESTERN,BUTERE/MUMIAS,MUMIAS,NABONGO,TOWNSHIP,AMKENI,6,PRIV,0.355666,34.488074,e55b7cbe-c215-4ba0-abd2-fe69d65524f2,34.488074,0.355666
4337,90,SHIBANGA MEDICAL CLINIC,0,WESTERN,BUTERE/MUMIAS,BUTERE,WEST MARAMA,BUCHENYA,AMKENI,6,PRIV,0.232892,34.529965,4877739d-97bb-4818-8355-168bb3830e63,34.529965,0.232892
4338,92,SHISABA DISPENSARY,0,WESTERN,BUTERE/MUMIAS,BUTERE,WEST MARAMA,BUMAMU,AMKENI,4,PRIV,0.237102,34.546949,36b4c84b-4c30-444c-8bd5-e55b37afbebe,34.546949,0.237102
4339,93,STAR MEDICAL CLINIC,0,WESTERN,BUTERE/MUMIAS,BUTERE,WEST MARAMA,BUCHENYA,AMKENI,6,PRIV,0.229425,34.52407,2505a4ac-bd12-4247-9f98-67c573e67d84,34.52407,0.229425
4340,57,DR SAIDA MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,-0.67247,34.77088,c7bdb787-88d9-431b-bcda-9d29e7a12606,34.77088,-0.67247
4341,58,DR. E.S ABUNGA MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,-0.66886,34.771,71a5ff9f-566a-4b63-a259-102761ec4318,34.771,-0.66886
4342,94,SUJAN MEDICAL CLINIC,0,WESTERN,BUTERE/MUMIAS,MUMIAS,NABONGO,TOWNSHIP,AMKENI,6,PRIV,0.335469,34.489823,15fbf15b-fcdd-40d5-b988-4f6305834519,34.489823,0.335469
4343,95,TUMAINI MEDICAL CLINIC,0,WESTERN,BUTERE/MUMIAS,MATUNGU,MATUNGU,MAYONI,AMKENI,6,PRIV,0.377548,34.487404,a61a9be3-9c08-44c9-8ea6-360427df59c2,34.487404,0.377548
4344,0,DR. GEORGE PRIVATE CLNIC,0,NYANZA,KISII CENTRAL,KEUMBU,KEUMBU,NYAMWARE,GPS,6,PRIV,-0.730207,34.8453,092a7bf3-76c6-4740-8e99-ea837645bb23,34.8453,-0.730207
4345,97,WELIBOYI MEDICAL CLINIC,0,WESTERN,BUTERE/MUMIAS,KHWISERO,CENTRAL KISA,WAMBULISHE,AMKENI,6,PRIV,0.163898,34.556717,eabbda15-8034-4c4b-bb74-5a3c3c796225,34.556717,0.163898
4346,59,DR. JOY L.A. MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,-0.67088,34.77193,c9f37bb2-f423-447b-9888-a3d5159a1444,34.77193,-0.67088
4347,82,BAHATI CLINIC,0,WESTERN,KAKAMEGA,KABRAS,KABRAS CENTRAL,MATIOLI,AMKENI,6,PRIV,0.490319,34.836439,be455d69-dd20-4735-bc56-49419ebca923,34.836439,0.490319
4348,60,DR. OMBOGO MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,-0.67088,34.77193,3eb20ca4-29b9-4865-b23b-540aedca0949,34.77193,-0.67088
4349,61,DR. SILAS J. ONYANGO MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,-0.67067,34.7697,1eecfd3b-2f99-40c3-833d-4b8ea9c60351,34.7697,-0.67067
4350,83,BUKAYA MEDICAL CLINIC,0,WESTERN,KAKAMEGA,SHINYALU,ILESI,MUKHONJE,AMKENI,6,PRIV,0.25672,34.746071,056cc393-4f17-469a-89ba-0ac72a439348,34.746071,0.25672
4351,37,EKERUBO PRIVATE CLINIC,0,NYANZA,KISII CENTRAL,MASABA,NYARIBARI CENTRAL,BOGECHE,GPS,6,PRIV,-0.78191,34.91484,8486e4bf-364d-4b3e-ad21-2f525239662c,34.91484,-0.78191
4352,85,BUKURA COMMUNITY HEALTH CENTRE,4645,WESTERN,KAKAMEGA,LURAMBI,BUKURA,EMUKAYA,AMKENI,3,PRIV,0.220032,34.613425,31b005ff-0b97-4afd-ba85-6d43d4eaa898,34.613425,0.220032
4353,86,DIANA SURGERY CLINIC,0,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,MUSENO,AMKENI,6,PRIV,0.194037,34.764675,6e91032d-c293-447f-a189-35ae0fa89999,34.764675,0.194037
4354,62,GESONSO HEALTH -CARE CLINIC,4827,NYANZA,KISII CENTRAL,SUNEKA,BOGIAKUMU,BOMWANDA,GPS,6,PRIV,-0.66071,34.73874,43e644fe-9077-40d6-be5e-203ab590d3c6,34.73874,-0.66071
4355,92,EMUKHAYA CLINIC,0,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO NORTH,ESUMEYIA,AMKENI,6,PRIV,0.318545,34.702656,d7010fc8-3cb1-40ad-b950-7a81034ff74b,34.702656,0.318545
4356,63,GETEMBE DISP,1267,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),SUBLOC CENTROID,4,PRIV,-0.672402,34.769968,cf8cc0a0-851b-4744-83bf-2ec5d814e840,34.769968,-0.672402
4357,93,ESHIMUKOKO DISP,0,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,SHITOCHI,AMKENI,6,PRIV,0.215628,34.766947,d7b23caf-8a5c-4eef-8b9b-843ce6e26839,34.766947,0.215628
4358,64,GETEMBE HOSPITAL,3036,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,NYANCHWA,GPS,5,PRIV,-0.66784,34.76676,19238ff0-3478-44e7-a724-3a9fb14d976c,34.76676,-0.66784
4359,94,"FRIENDS HOSPITAL, KAIMOSI",0,WESTERN,KAKAMEGA,SHINYALU,MURHANDA,KAKAMEGA FOREST,ILRI MKT CENTRE,5,PRIV,0.28859,34.846922,4125d97a-4ef5-42ae-940f-0aabaf3d5072,34.846922,0.28859
